 #             SYNDROME  4/16-4/22  4/23-4/29   4/30-5/6   5/7-5/13  5/14-5/20  5/21-5/27   5/28-6/4   6/5-6/11  6/12-6/18  6/19-6/25   6/26-7/2 TOTAL
 1         "FACIAL LAC"      709       602       496       623       667       535       715       611       629       496       256      6339
 1         "FACIAL LAC"        0         1         2         9        17        24        14         7         2         0         0        76
 2      "NECK PROBLEMS"      371       266       260       331       423       289       424       320       316       222       147      3369
 2      "NECK PROBLEMS"        0         0         4         8        18        24        20         3         0         0         0        77
 3        "MED RELATED"     1098       770       601       657       692       624      1044       997       893       746       416      8538
 3        "MED RELATED"        0         1         2         1         0         0         1         0         0         3         0         8
 4 "SICKLE CELL CRISIS"      101        51        34        45        54        40        81        63        67        47        21       604
 4 "SICKLE CELL CRISIS"        0         0         0         1         0         0         0         0         0         0         0         1
 5    "SPEECH PROBLEMS"      725       521       410       451       451       421       671       657       623       522       273      5725
 5    "SPEECH PROBLEMS"        0         1         0         0         0         0         2         0         1         1         0         5
 6               "RASH"     2450      1805      1207      1571      1498      1373      2415      2095      2061      1719       943     19137
 6               "RASH"        0         2         0         2         1         0         3         2         1         1         0        12
 7       "EYE PROBLEMS"     1929      1563      1190      1440      1578      1306      2027      1643      1601      1300       726     16303
 7       "EYE PROBLEMS"        1         1         7        28        37        39        30         6         1         1         0       151
 8      "NOSE PROBLEMS"      606       631       742      1033      1291       940       824       609       513       456       239      7884
 8      "NOSE PROBLEMS"        0         1        12        48        90       145       110        33         9         5         0       453
 9          "BODY PAIN"     1215       865       653       713       751       677      1147      1016      1028       878       527      9470
 9          "BODY PAIN"        0         1         1         1         0         0         3         0         1         0         2         9
10     "SINUS PROBLEMS"      271       185       143       190       175       146       255       236       215       165       100      2081
10     "SINUS PROBLEMS"        0         0         1         0         0         0         1         0         1         0         0         3
11           "LEG PAIN"     1383      1014       856       948      1060       904      1442      1232      1137       953       535     11464
11           "LEG PAIN"        0         0         1         9        22        25        36         8         2         1         0       104
12                "SOB"      348       264       189       214       245       212       354       289       266       226       140      2747
12                "SOB"        0         0         1         0         0         1         0         0         0         2         0         4
13              "FEVER"     2469      1760      1297      1509      1752      1336      2374      2123      1953      1680       902     19155
13              "FEVER"        0         5         0         1         3         0         1         0         1         1         0        12
14          "KNEE PAIN"      586       432       308       400       372       310       579       481       524       402       225      4619
14          "KNEE PAIN"        1         0         0         0         0         0         0         0         1         1         0         3
15           "HEADACHE"     2450      1796      1383      1640      1755      1558      2507      2185      2051      1686       948     19959
15           "HEADACHE"        1         5         4        12        15        22        25         8         2         2         2        98
16         "WRIST PAIN"      457       328       234       290       300       259       441       407       388       327       173      3604
16         "WRIST PAIN"        0         0         0         0         0         1         0         0         1         1         0         3
17              "COUGH"      981       698       533       623       593       524       935       804       805       677       389      7562
17              "COUGH"        0         1         1         2         0         0         1         3         1         1         2        12
18          "SIDE PAIN"      655       473       337       395       411       357       592       538       542       420       243      4963
18          "SIDE PAIN"        0         2         2         0         0         0         0         1         0         0         0         5
19           "BLEEDING"      847       611       468       533       602       479       873       741       716       614       331      6815
19           "BLEEDING"        0         1         2         1         3         6         8         0         2         0         0        23
20     "HEART PROBLEMS"     1780      1261       917      1123      1087       982      1715      1577      1397      1174       676     13689
20     "HEART PROBLEMS"        0         2         1         0         1         2         2         2         1         0         1        12
21    "URINARY PROBLEM"     1395       989       820       996      1108       937      1411      1251      1188       939       552     11586
21    "URINARY PROBLEM"        0         2         4        12        13        23        19        12         4         1         0        90
22         "CHEST PAIN"     1161       815       696       779       708       637      1053       937       959       764       439      8948
22         "CHEST PAIN"        0         1         0         1         0         1         0         1         0         1         1         6
23          "BACK PAIN"     1296      1279      1619      2164      2916      2034      1749      1241      1132       866       504     16800
23          "BACK PAIN"        0         2        24       119       163       262       192        58        16         4         1       841
24           "ABD PAIN"     1738      1884      2500      3501      4660      3189      2393      1583      1416      1208       611     24683
24           "ABD PAIN"        0         1        42       209       280       497       345        91        29         7         1      1502
25                "STD"      203       128       100       129       136       112       175       194       161       130        74      1542
25                "STD"        0         0         0         0         1         0         0         0         1         0         0         2
26               "CYST"       68        55        41        45        44        49        67        57        62        43        26       557
26               "CYST"        0         0         0         0         0         0         0         0         0         0         0         0
27         "ANKLE PAIN"      875       652       485       548       530       442       816       785       686       586       334      6739
27         "ANKLE PAIN"        1         2         0         1         0         1         0         1         0         2         0         8
28         "THUMB PAIN"      177       149       102       122       136       128       196       159       163       135        72      1539
28         "THUMB PAIN"        0         0         0         0         0         0         0         0         0         0         0         0
29            "SEIZURE"      582       457       305       374       374       304       578       520       467       434       222      4617
29            "SEIZURE"        0         1         0         0         0         0         0         0         1         0         0         2
30                 "GI"      218       151       114       142       149       130       234       198       171       155       104      1766
30                 "GI"        0         0         0         0         0         0         0         0         0         0         0         0
31    "EATING PROBLEMS"      590       442       314       373       372       304       544       508       484       389       221      4541
31    "EATING PROBLEMS"        0         0         0         0         1         0         0         0         0         0         0         1
32    "MENTAL PROBLEMS"     2226      1751      1385      1658      1853      1458      2312      1948      1811      1519       946     18867
32    "MENTAL PROBLEMS"        2         1         2        21        41        54        46        14         3         5         0       189
33  "VOMITING DIARRHEA"      851      1030      1752      2487      3305      2198      1426       860       712       566       302     15489
33  "VOMITING DIARRHEA"        0         2        21       163       250       375       259        64        22         1         1      1158
34   "STOMACH PROBLEMS"      345       253       177       215       238       205       358       328       252       270       127      2768
34   "STOMACH PROBLEMS"        0         0         0         0         0         1         2         0         0         1         0         4
35         "ELBOW PAIN"      138       112        97       105       107        80       148       167       106        99        53      1212
35         "ELBOW PAIN"        0         0         0         0         0         1         0         0         0         1         0         2
36           "OVERDOSE"      234       199       131       182       174       159       297       224       226       182        95      2103
36           "OVERDOSE"        0         0         0         0         0         0         0         0         0         1         0         1
37  "PREGNANCY RELATED"      522       414       327       414       497       372       502       425       436       353       198      4460
37  "PREGNANCY RELATED"        0         0         3         5        16        30        26         3         1         0         1        85
38              "WOUND"      762       503       399       417       452       396       662       600       573       472       262      5498
38              "WOUND"        0         3         0         2         0         1         0         0         1         0         0         7
39    "KIDNEY PROBLEMS"      554       410       312       373       370       327       574       513       483       402       213      4531
39    "KIDNEY PROBLEMS"        0         1         1         0         2         1         0         0         2         0         0         7
40           "VOMITING"     1743      1793      2364      3308      4354      2980      2383      1615      1493      1228       645     23906
40           "VOMITING"        0         3        34       182       275       396       325        91        22         5         1      1334
41        "PELVIC PAIN"      112        92        54        57        75        76       105        93       112        97        55       928
41        "PELVIC PAIN"        0         0         0         0         0         0         0         1         0         0         0         1
42              "OTHER"      558       437       270       343       360       284       530       484       420       382       217      4285
42              "OTHER"        0         0         0         1         1         0         0         0         0         3         0         5
43"WRIST PAIN HAND PAIN"       87        53        45        42        51        42        87        67        60        55        32       621
