1	1502	24683
2	1334	23906
3	98	19959
4	12	19155
5	12	19137
6	189	18867
7	841	16800
8	151	16303
9	1158	15489
10	12	13689
11	13	12678
12	90	11586
13	104	11464
14	9	9470
15	6	8948
16	8	8704
17	94	8636
18	8	8538
19	677	8098
20	453	7884
21	12	7562
22	23	6815
23	8	6739
24	76	6339
25	5	5725
26	7	5498
27	7	5177
28	5	4963
29	3	4619
30	2	4617
31	4	4558
32	1	4541
33	1	4533
34	7	4531
35	85	4460
36	259	4454
37	5	4285
38	0	3949
39	3	3661
40	3	3604
41	3	3408
42	77	3369
43	5	3092
44	4	2768
45	4	2747
46	3	2736
47	4	2484
48	1	2407
49	1	2177
50	77	2152
51	1	2103
52	3	2081
53	0	1840
54	146	1819
55	0	1766
56	2	1542
57	0	1539
58	1	1511
59	3	1490
60	2	1463
61	2	1212
62	2	1049
63	5	1017
64	0	935
65	1	928
66	2	644
67	0	624
68	1	621
69	3	613
70	1	608
71	1	604
72	1	600
73	0	584
74	2	583
75	1	581
76	0	557
77	0	311
