 1         "FACIAL LAC"         4        94       556      1513      2198      1427       470        74         3         0        6339
 1         "FACIAL LAC"         0         2         3        28        26        11         5         1         0         0          76
 2      "NECK PROBLEMS"         7        56       310       845      1151       738       224        34         4         0        3369
 2      "NECK PROBLEMS"         0         4         4        21        27        15         5         1         0         0          77
 3        "MED RELATED"        11       135       712      2063      2986      1916       629        79         7         0        8538
 3        "MED RELATED"         0         0         1         3         3         1         0         0         0         0           8
 4 "SICKLE CELL CRISIS"         0        13        52       126       221       148        38         6         0         0         604
 4 "SICKLE CELL CRISIS"         0         0         0         0         0         1         0         0         0         0           1
 5    "SPEECH PROBLEMS"         6        83       486      1459      2007      1236       386        58         4         0        5725
 5    "SPEECH PROBLEMS"         0         0         0         2         0         2         1         0         0         0           5
 6               "RASH"        32       269      1654      4690      6594      4337      1337       204        20         0       19137
 6               "RASH"         0         0         0         5         3         3         1         0         0         0          12
 7       "EYE PROBLEMS"        18       246      1415      4014      5488      3762      1184       166        10         0       16303
 7       "EYE PROBLEMS"         0         5        15        39        47        32        10         2         1         0         151
 8      "NOSE PROBLEMS"        18       157       723      1892      2597      1756       608       116        17         0        7884
 8      "NOSE PROBLEMS"         2        11        45       103       136       106        37        11         2         0         453
 9          "BODY PAIN"        13       156       849      2345      3228      2068       705        99         7         0        9470
 9          "BODY PAIN"         0         1         1         2         1         3         1         0         0         0           9
10     "SINUS PROBLEMS"         1        30       188       529       687       468       147        27         4         0        2081
10     "SINUS PROBLEMS"         0         0         1         1         0         1         0         0         0         0           3
11           "LEG PAIN"        21       181      1017      2794      3948      2557       820       115        11         0       11464
11           "LEG PAIN"         0         4        14        24        31        20        10         1         0         0         104
12                "SOB"         5        31       248       702       946       597       191        26         1         0        2747
12                "SOB"         0         0         0         3         0         1         0         0         0         0           4
13              "FEVER"        40       469      1690      4746      6363      4257      1375       199        16         0       19155
13              "FEVER"         0         1         1         4         5         1         0         0         0         0          12
14          "KNEE PAIN"         6        80       393      1111      1611      1026       348        42         2         0        4619
14          "KNEE PAIN"         0         0         0         0         1         1         1         0         0         0           3
15           "HEADACHE"        27       268      1757      4960      6880      4431      1389       226        21         0       19959
15           "HEADACHE"         0         3         6        20        32        28         7         2         0         0          98
16         "WRIST PAIN"         9        46       298       935      1215       792       272        35         2         0        3604
16         "WRIST PAIN"         0         0         1         1         1         0         0         0         0         0           3
17              "COUGH"        13       113       654      1839      2608      1758       494        78         5         0        7562
17              "COUGH"         0         0         0         3         5         4         0         0         0         0          12
18          "SIDE PAIN"         7        80       438      1224      1690      1131       344        46         3         0        4963
18          "SIDE PAIN"         0         0         0         1         2         1         1         0         0         0           5
19           "BLEEDING"        12       105       607      1797      2352      1409       466        61         6         0        6815
19           "BLEEDING"         0         0         4         7        11         1         0         0         0         0          23
20     "HEART PROBLEMS"        22       193      1184      3344      4684      3098      1011       144         9         0       13689
20     "HEART PROBLEMS"         0         0         1         4         6         0         1         0         0         0          12
21    "URINARY PROBLEM"        20       163      1003      2870      3896      2657       844       121        12         0       11586
21    "URINARY PROBLEM"         0         3         8        19        24        21        11         3         1         0          90
22         "CHEST PAIN"        10       135       767      2176      3100      1957       702        93         8         0        8948
22         "CHEST PAIN"         0         0         1         2         1         2         0         0         0         0           6
23          "BACK PAIN"        44       347      1539      4132      5532      3663      1295       222        26         0       16800
23          "BACK PAIN"         4        26        72       208       259       178        76        15         3         0         841
