1	2354	33391
2	2104	32057
3	144	23872
4	1356	22748
5	279	22717
6	19	22329
7	25	22296
8	1832	21817
9	254	20399
10	17	16224
11	17	15151
12	130	13867
13	166	13730
14	1106	11704
15	12	11522
16	621	10525
17	15	10522
18	10	10414
19	129	10225
20	2	10018
21	9	8969
22	27	7978
23	7	7871
24	122	7699
25	4	6526
26	6	6522
27	6	6157
28	398	6146
29	10	5769
30	150	5668
31	4	5501
32	3	5399
33	6	5365
34	4	5358
35	2	5313
36	6	5284
37	6	5094
38	2	4649
39	3	4363
40	2	4262
41	7	4203
42	119	4088
43	5	3520
44	5	3289
45	3	3246
46	6	3244
47	3	2881
48	121	2769
49	1	2757
50	250	2626
51	0	2547
52	2	2544
53	3	2507
54	2	2155
55	2	2123
56	2	1841
57	2	1832
58	2	1784
59	2	1757
60	1	1743
61	2	1502
62	0	1285
63	3	1137
64	3	1084
65	0	1046
66	1	749
67	2	748
68	0	743
69	1	738
70	1	732
71	3	724
72	1	719
73	0	709
74	1	709
75	0	698
76	1	678
77	0	370
