1	8721	99985
2	7906	94207
3	6950	68590
4	5116	64659
5	498	51884
6	953	51223
7	47	47570
8	39	47202
9	949	45793
10	4143	38203
11	29	34177
12	30	31775
13	504	31125
14	490	30767
15	2325	29628
16	21	24225
17	502	23336
18	12	22206
19	25	21716
20	26	21451
21	17	18971
22	456	18117
23	112	17407
24	1352	17219
25	12	16895
26	8	14558
27	11	13846
28	549	13331
29	13	12882
30	14	12028
31	12	11631
32	10	11468
33	3	11432
34	11	11345
35	10	11320
36	12	11288
37	13	10573
38	501	10412
39	12	9879
40	5	9133
41	9	8958
42	957	8654
43	11	8341
44	5	7650
45	458	7328
46	6	6857
47	3	6638
48	5	6620
49	5	6194
50	2	6033
51	5	5373
52	3	5350
53	4	5330
54	5	4662
55	9	4576
56	1	3884
57	2	3784
58	4	3733
59	3	3713
60	2	3700
61	3	3028
62	2	2686
63	18	2465
64	2	2334
65	1	2246
66	0	1567
67	0	1565
68	1	1555
69	5	1555
70	0	1512
71	2	1510
72	0	1503
73	1	1495
74	1	1487
75	2	1483
76	2	1433
77	1	800
