 1                "LOC"        10       142       989      3167      4756      2854       847       110         7         0       12882
 1                "LOC"         0         0         0         3         7         2         1         0         0         0          13
 2    "MENTAL PROBLEMS"        45       573      3966     12949     18604     11398      3249       409        30         0       51223
 2    "MENTAL PROBLEMS"         2        16        75       264       337       192        57        10         0         0         953
 3           "HEADACHE"        32       589      4118     12884     18764     11719      3326       424        28         0       51884
 3           "HEADACHE"         1         6        46       122       167       114        36         6         0         0         498
 4     "HEART PROBLEMS"        28       350      2655      8572     12155      7935      2184       277        21         0       34177
 4     "HEART PROBLEMS"         0         0         1         8        13         4         1         2         0         0          29
 5      "NOSE PROBLEMS"        31       393      2421      7540     10536      6546      1890       257        14         0       29628
 5      "NOSE PROBLEMS"         0        35       210       588       829       495       151        17         0         0        2325
 6    "THROAT PROBLEMS"         9       120       918      2825      4027      2538       740       103         8         0       11288
 6    "THROAT PROBLEMS"         0         1         2         4         2         2         1         0         0         0          12
 7        "MED RELATED"        17       276      1634      5203      7752      4867      1472       217        13         0       21451
 7        "MED RELATED"         0         0         1         7         8         7         3         0         0         0          26
 8           "LEG PAIN"        26       431      2500      7659     11206      7118      1947       227        11         0       31125
 8           "LEG PAIN"         0         7        53       126       165       119        26         7         1         0         504
 9       "EYE PROBLEMS"        34       534      3667     11401     16333     10426      3000       376        22         0       45793
 9       "EYE PROBLEMS"         0        13        79       233       364       200        51         9         0         0         949
10  "DIABETIC PROBLEMS"         4        88       611      1900      2709      1755       522        59         2         0        7650
10  "DIABETIC PROBLEMS"         0         0         1         1         1         2         0         0         0         0           5
11          "KNEE PAIN"         9       116       886      2803      4094      2594       734       100         9         0       11345
11          "KNEE PAIN"         0         0         1         2         4         4         0         0         0         0          11
12      "NECK PROBLEMS"        10       136       826      2720      3683      2293       650        83        11         0       10412
12      "NECK PROBLEMS"         1         7        44       142       184        94        27         2         0         0         501
13              "FEVER"        30       515      3643     11778     17004     10713      3114       378        27         0       47202
13              "FEVER"         0         0         3        11        10        12         3         0         0         0          39
14               "RASH"        40       516      3706     12037     17070     10776      3034       373        18         0       47570
14               "RASH"         1         0         2        15        15        10         4         0         0         0          47
15                "SOB"         5        73       521      1671      2402      1491       388        63         6         0        6620
15                "SOB"         0         1         0         0         2         1         1         0         0         0           5
16    "KIDNEY PROBLEMS"         7       130       930      2793      4010      2644       703        99         4         0       11320
16    "KIDNEY PROBLEMS"         0         0         1         1         5         2         0         1         0         0          10
17           "ABD PAIN"       121      1306      8304     25480     35288     22238      6352       832        64         0       99985
17           "ABD PAIN"        10       104       752      2231      3006      1945       568        95        10         0        8721
18           "EAR PAIN"        19       268      1805      6003      8368      5182      1520       160        11         0       23336
18           "EAR PAIN"         1         5        56       129       167       104        38         2         0         0         502
19        "ANIMAL BITE"         3        76       503      1690      2392      1509       406        55         4         0        6638
19        "ANIMAL BITE"         0         0         0         0         0         3         0         0         0         0           3
20         "CHEST PAIN"        17       216      1640      5553      7780      4934      1382       182        12         0       21716
20         "CHEST PAIN"         0         0         3         5        13         3         1         0         0         0          25
21    "DENTAL PROBLEMS"        10        91       770      2526      3518      2253       637        73         1         0        9879
21    "DENTAL PROBLEMS"         0         0         2         0         4         5         1         0         0         0          12
22         "FACIAL LAC"        23       228      1452      4505      6517      4031      1214       137        10         0       18117
22         "FACIAL LAC"         0         5        34       126       174        90        25         2         0         0         456
23     "MOUTH PROBLEMS"         3        21       174       607       810       560       143        14         2         0        2334
23     "MOUTH PROBLEMS"         0         0         0         1         1         0         0         0         0         0           2
24    "SPEECH PROBLEMS"         7       121      1163      3602      5276      3319       925       128        17         0       14558
24    "SPEECH PROBLEMS"         0         0         0         3         3         2         0         0         0         0           8
25          "BODY PAIN"        19       254      1890      6122      8506      5593      1621       211         9         0       24225
25          "BODY PAIN"         0         0         1         5        11         4         0         0         0         0          21
26           "ACCIDENT"        14       104       729      2216      3260      2146       591        69         4         0        9133
26           "ACCIDENT"         0         0         2         0         1         2         0         0         0         0           5
27          "HAND PAIN"        22       355      2493      7948     11437      7257      1982       261        20         0       31775
27          "HAND PAIN"         0         1         2        13         3        10         1         0         0         0          30
28  "PREGNANCY RELATED"        12       168      1111      3417      4804      2897       807       106         9         0       13331
28  "PREGNANCY RELATED"         1         8        36       146       207       114        30         5         2         0         549
29   "STOMACH PROBLEMS"         7        78       546      1777      2406      1533       452        55         3         0        6857
29   "STOMACH PROBLEMS"         0         0         0         1         3         1         1         0         0         0           6
30           "VOMITING"       114      1222      7886     23653     33292     20964      6155       863        58         0       94207
30           "VOMITING"        11       117       703      2009      2683      1773       527        73        10         0        7906
31 "BREATHING PROBLEMS"         7       272      1742      5585      7962      5071      1389       169         9         0       22206
31 "BREATHING PROBLEMS"         0         0         2         4         2         2         2         0         0         0          12
32          "BACK PAIN"        64       787      5360     16280     22872     14601      4164       491        40         0       64659
32          "BACK PAIN"         6        74       413      1329      1813      1091       347        42         1         0        5116
33           "BLEEDING"         9       168      1474      4727      6236      3676       974       135         8         0       17407
33           "BLEEDING"         0         3        15        56        36         1         1         0         0         0         112
34            "SEIZURE"        12       164       918      2932      4089      2710       706        96         4         0       11631
34            "SEIZURE"         0         0         2         0         4         6         0         0         0         0          12
35    "EATING PROBLEMS"         9       130       878      2851      4134      2615       722        90         3         0       11432
35    "EATING PROBLEMS"         0         0         1         0         1         0         1         0         0         0           3
36        "FINGER PAIN"         4        78       463      1481      2223      1485       415        42         3         0        6194
36        "FINGER PAIN"         0         0         0         1         2         2         0         0         0         0           5
37           "DIARRHEA"        23       218      1428      4315      6133      3854      1085       153        10         0       17219
37           "DIARRHEA"         2        22       107       349       488       304        69         9         2         0        1352
38    "URINARY PROBLEM"        30       355      2498      7609     11051      6952      2016       246        10         0       30767
38    "URINARY PROBLEM"         0        10        35       116       172       114        40         3         0         0         490
39           "OVERDOSE"         6        54       412      1309      1922      1238       340        49         0         0        5330
39           "OVERDOSE"         0         0         0         2         2         0         0         0         0         0           4
40              "COUGH"        11       224      1429      4791      6680      4501      1182       140        13         0       18971
40              "COUGH"         0         0         1         3         7         4         2         0         0         0          17
41                "FLU"         1        40       249       902      1332       882       261        32         1         0        3700
41                "FLU"         0         0         0         1         0         0         1         0         0         0           2
42  "VOMITING DIARRHEA"        82       937      5843     17345     24393     14934      4417       584        55         0       68590
42  "VOMITING DIARRHEA"         7       111       612      1750      2434      1487       475        68         6         0        6950
43            "ALLERGY"         3        37       269       952      1359       902       228        31         3         0        3784
43            "ALLERGY"         0         0         0         0         1         1         0         0         0         0           2
44              "WOUND"        11       163      1059      3517      4872      3187       917       114         6         0       13846
44              "WOUND"         0         0         1         3         3         3         1         0         0         0          11
45           "MIGRAINE"         5        52       358      1170      1695      1077       266        37         2         0        4662
45           "MIGRAINE"         0         0         0         0         2         1         2         0         0         0           5
46     "SINUS PROBLEMS"         3        61       423      1324      1973      1203       318        42         3         0        5350
46     "SINUS PROBLEMS"         0         0         0         1         1         0         1         0         0         0           3
47            "ASSAULT"         4        65       459      1467      2170      1400       423        41         4         0        6033
47            "ASSAULT"         0         0         0         0         0         2         0         0         0         0           2
48         "WRIST PAIN"         7        86       688      2273      3266      2044       528        59         7         0        8958
48         "WRIST PAIN"         0         0         0         4         4         1         0         0         0         0           9
49  "VOMITING ABD PAIN"        50       521      3267      9709     13413      8439      2397       376        31         0       38203
49  "VOMITING ABD PAIN"         6        47       355      1091      1379       955       272        38         0         0        4143
50      "SHOULDER PAIN"        12       117       885      2863      4171      2608       714        92         6         0       11468
50      "SHOULDER PAIN"         0         0         0         0         7         3         0         0         0         0          10
51         "ANKLE PAIN"        12       195      1257      4241      6105      3827      1120       135         3         0       16895
51         "ANKLE PAIN"         0         0         3         4         2         3         0         0         0         0          12
52              "EDEMA"         0        25       117       363       542       344       108        13         0         0        1512
52              "EDEMA"         0         0         0         0         0         0         0         0         0         0           0
53        "CHICKEN POX"         2        16       119       364       577       355       105        17         0         0        1555
53        "CHICKEN POX"         0         0         1         0         0         0         0         0         0         0           1
54          "SIDE PAIN"         9       112       936      3038      4351      2748       728       101         5         0       12028
54          "SIDE PAIN"         0         0         3         3         7         1         0         0         0         0          14
55           "HIP PAIN"         4        80       639      2147      2968      1920       521        56         6         0        8341
55           "HIP PAIN"         0         0         2         3         3         3         0         0         0         0          11
56     "BOWEL PROBLEMS"         1        46       285       974      1425       853       262        37         1         0        3884
56     "BOWEL PROBLEMS"         0         0         0         1         0         0         0         0         0         0           1
57     "STOOL PROBLEMS"         8        47       395      1320      1961      1281       327        31         3         0        5373
57     "STOOL PROBLEMS"         0         0         0         2         2         0         1         0         0         0           5
58                "STD"         4        56       291       909      1343       855       248        26         1         0        3733
58                "STD"         0         0         0         0         2         2         0         0         0         0           4
59    "FEM UG PROBLEMS"         0        24       228       655       860       540       137        21         0         0        2465
59    "FEM UG PROBLEMS"         0         0         2        10         5         1         0         0         0         0          18
60         "ELBOW PAIN"         3        33       245       732      1083       688       217        24         3         0        3028
60         "ELBOW PAIN"         0         0         0         1         0         1         0         0         1         0           3
61                 "GI"         3        54       333      1157      1669      1049       273        35         3         0        4576
61                 "GI"         0         0         1         1         4         2         1         0         0         0           9
62              "FUSSY"         3        21       117       372       532       334       103        10         3         0        1495
62              "FUSSY"         0         0         0         1         0         0         0         0         0         0           1
63              "OTHER"         8       104       814      2611      3830      2408       715        78         5         0       10573
63              "OTHER"         0         0         0         3         4         6         0         0         0         0          13
64  "VOMITING HEADACHE"         9        96       579      1872      2636      1597       462        72         5         0        7328
64  "VOMITING HEADACHE"         1         7        35       121       153       104        31         6         0         0         458
65        "PELVIC PAIN"         1        30       162       591       800       498       140        22         2         0        2246
65        "PELVIC PAIN"         0         0         0         0         0         1         0         0         0         0           1
66 "ABD PAIN BACK PAIN"        14       132       751      2146      3041      1961       527        77         5         0        8654
66 "ABD PAIN BACK PAIN"         2        11        94       230       325       223        62         8         2         0         957
67            "ABSCESS"         1        17       141       362       568       354       109        13         0         0        1565
67            "ABSCESS"         0         0         0         0         0         0         0         0         0         0           0
68     "VOMITING COUGH"         3        25       109       409       575       341        91        13         1         0        1567
68     "VOMITING COUGH"         0         0         0         0         0         0         0         0         0         0           0
69               "CODE"         1        13        94       382       507       343        87         6         0         0        1433
69               "CODE"         0         0         0         0         2         0         0         0         0         0           2
70               "CYST"         1        12       123       359       529       354        91        14         0         0        1483
70               "CYST"         0         0         0         1         1         0         0         0         0         0           2
71     "PENIS PROBLEMS"         1        28       216       633      1020       616       146        25         1         0        2686
71     "PENIS PROBLEMS"         0         0         0         1         1         0         0         0         0         0           2
72         "THUMB PAIN"         3        38       299       918      1325       857       246        26         1         0        3713
72         "THUMB PAIN"         0         0         0         1         1         1         0         0         0         0           3
