1	13	12882
2	953	51223
3	498	51884
4	29	34177
5	2325	29628
6	12	11288
7	26	21451
8	504	31125
9	949	45793
10	5	7650
11	11	11345
12	501	10412
13	39	47202
14	47	47570
15	5	6620
16	10	11320
17	8721	99985
18	502	23336
19	3	6638
20	25	21716
21	12	9879
22	456	18117
23	2	2334
24	8	14558
25	21	24225
26	5	9133
27	30	31775
28	549	13331
29	6	6857
30	7906	94207
31	12	22206
32	5116	64659
33	112	17407
34	12	11631
35	3	11432
36	5	6194
37	1352	17219
38	490	30767
39	4	5330
40	17	18971
41	2	3700
42	6950	68590
43	2	3784
44	11	13846
45	5	4662
46	3	5350
47	2	6033
48	9	8958
49	4143	38203
50	10	11468
51	12	16895
52	0	1512
53	1	1555
54	14	12028
55	11	8341
56	1	3884
57	5	5373
58	4	3733
59	18	2465
60	3	3028
61	9	4576
62	1	1495
63	13	10573
64	458	7328
65	1	2246
66	957	8654
67	0	1565
68	0	1567
69	2	1433
70	2	1483
71	2	2686
72	3	3713
73	2	1510
74	0	1503
75	1	800
76	5	1555
77	1	1487
