1	3213	44325
2	2893	42231
3	204	30964
4	1853	29744
5	382	29048
6	25	28824
7	2563	28762
8	29	28580
9	351	26122
10	25	21069
11	19	19365
12	171	17982
13	174	17908
14	1514	15802
15	15	14995
16	873	13917
17	19	13352
18	13	13345
19	179	13245
20	14	13070
21	10	11766
22	39	10324
23	200	10214
24	12	10144
25	7	8655
26	10	8375
27	474	8186
28	8	8064
29	7	7394
30	176	7332
31	4	7048
32	8	7043
33	11	6982
34	5	6798
35	3	6784
36	6	6782
37	4	6500
38	6	5922
39	5	5714
40	4	5616
41	175	5482
42	6	5048
43	6	4621
44	5	4284
45	4	4179
46	2	4009
47	5	3715
48	1	3623
49	168	3578
50	375	3487
51	8	3345
52	2	3271
53	4	3168
54	4	2754
55	5	2729
56	0	2349
57	1	2302
58	1	2278
59	0	2262
60	4	2238
61	3	1763
62	1	1629
63	10	1502
64	2	1406
65	2	1374
66	3	948
67	3	942
68	1	931
69	0	927
70	0	921
71	1	921
72	2	919
73	0	919
74	3	914
75	0	903
76	3	893
77	0	454
