1	1571	19934
2	1355	18888
3	921	13258
4	1165	13169
5	97	12992
6	178	12333
7	11	12126
8	5	12118
9	150	11196
10	9	8870
11	6	7979
12	74	7582
13	87	7448
14	759	7312
15	405	6122
16	4	6039
17	7	5663
18	3	5642
19	61	5526
20	6	5395
21	5	4758
22	57	4347
23	21	4301
24	1	4281
25	3	3709
26	269	3615
27	1	3435
28	4	3259
29	3	3132
30	84	3091
31	4	3003
32	4	2931
33	3	2899
34	2	2877
35	5	2834
36	4	2829
37	1	2668
38	3	2508
39	93	2445
40	2	2407
41	4	2344
42	1	2187
43	2	1886
44	0	1694
45	0	1682
46	2	1681
47	152	1600
48	74	1569
49	0	1541
50	2	1525
51	0	1456
52	1	1383
53	4	1368
54	1	1225
55	2	1139
56	1	1018
57	1	1003
58	1	990
59	1	974
60	4	967
61	2	753
62	2	698
63	3	641
64	0	562
65	1	526
66	1	409
67	1	406
68	0	406
69	1	400
70	1	396
71	1	385
72	0	385
73	0	371
74	0	369
75	0	361
76	1	360
77	1	206
