 1               "RASH"        42       803      6571     21702     30107     17263      4498       487        20         0       81493
 1               "RASH"         0         2         8        23        39        18         7         1         0         0          98
 2    "URINARY PROBLEM"        47       570      4200     14154     19915     11593      2932       340        14         0       53765
 2    "URINARY PROBLEM"         2        15        50       229       326       190        47         4         0         0         863
 3       "EYE PROBLEMS"        64       836      6224     20848     29086     17207      4361       495        21         0       79142
 3       "EYE PROBLEMS"         5        16       145       424       631       388       111         9         0         0        1729
 4     "BOWEL PROBLEMS"         5        60       518      1765      2438      1449       342        38         3         0        6618
 4     "BOWEL PROBLEMS"         0         0         0         3         5         3         0         0         0         0          11
 5                "SOB"         5       121       928      3132      4323      2431       608        45         6         0       11599
 5                "SOB"         0         0         0         4         3         0         0         0         0         0           7
 6    "DENTAL PROBLEMS"        13       161      1393      4548      6185      3656       919        89         3         0       16967
 6    "DENTAL PROBLEMS"         0         0         2         5         5         4         0         0         0         0          16
 7          "HAND PAIN"        28       551      4283     14462     20335     11859      2956       328        11         0       54813
 7          "HAND PAIN"         0         1         3         9        19        10         1         1         0         0          44
 8           "LEG PAIN"        35      1504      4228     14156     19590     11499      2836       288        18         0       54154
 8           "LEG PAIN"         1        12        70       238       297       193        54         2         0         0         867
 9           "ACCIDENT"         7       151      1254      4124      5850      3333       806        88         4         0       15617
 9           "ACCIDENT"         0         0         0         6         6         2         1         0         0         0          15
10    "SPEECH PROBLEMS"        14       256      1964      6525      9092      5408      1364       122         9         0       24754
10    "SPEECH PROBLEMS"         0         0         2         7         9         3         2         1         0         0          24
11 "BREATHING PROBLEMS"        24       366      2904      9804     13843      8173      1970       195         9         0       37288
11 "BREATHING PROBLEMS"         0         0         2         8        16         6         3         0         0         0          35
12           "EAR PAIN"        29       425      3260     10585     15017      8607      2196       222        11         0       40352
12           "EAR PAIN"         1        12        66       209       307       196        66         7         0         0         864
13  "VOMITING ABD PAIN"        57       774      5698     17781     24436     14809      3839       418        30         0       67842
13  "VOMITING ABD PAIN"         7        87       577      1950      2594      1676       426        39         4         0        7360
14  "VOMITING DIARRHEA"        87      1370      9861     31546     44104     26813      6837       833        54         0      121505
14  "VOMITING DIARRHEA"        14       158       993      3226      4449      2770       721        93         4         0       12428
15    "MENTAL PROBLEMS"        41       900      7049     23159     32418     19218      4819       563        27         0       88194
15    "MENTAL PROBLEMS"         1        23       150       404       640       382        99        11         0         0        1710
16              "FEVER"        37       821      6392     21753     30061     17727      4329       486        17         0       81623
16              "FEVER"         0         0         6        30        25        17         1         0         1         0          80
17        "FINGER PAIN"         5       115       830      2709      3943      2346       561        72         5         0       10586
17        "FINGER PAIN"         0         0         2         3         3         3         1         0         0         0          12
18           "HEADACHE"        61       889      7188     23851     33089     19604      4967       575        30         0       90254
18           "HEADACHE"         1        10        71       221       334       194        57         8         0         0         896
19            "ASSAULT"         2       105       816      2813      3973      2312       553        58         5         0       10637
19            "ASSAULT"         0         0         0         3         5         4         2         0         0         0          14
20         "FACIAL LAC"        14       326      2351      8216     11331      6740      1743       189         7         0       30917
20         "FACIAL LAC"         0         8        57       237       326       171        52         6         0         0         857
21         "WRIST PAIN"         8       155      1180      4148      5750      3319       851        95         4         0       15510
21         "WRIST PAIN"         0         0         0         2         7         9         0         0         0         0          18
22  "DIABETIC PROBLEMS"         6       169      1056      3467      4912      2766       680        88         4         0       13148
22  "DIABETIC PROBLEMS"         0         0         1         4         2         3         0         0         0         0          10
23        "MED RELATED"        19       362      2887      9711     13717      7720      1894       234         7         0       36551
23        "MED RELATED"         0         0         2         8        15         6         1         0         0         0          32
24      "SHOULDER PAIN"        10       185      1549      5107      7176      4355      1054       119         6         0       19561
24      "SHOULDER PAIN"         0         0         0         2         6         3         1         0         0         0          12
25     "HEART PROBLEMS"        41       604      4572     15473     21681     12994      3120       338        13         0       58836
25     "HEART PROBLEMS"         0         0         3        11        15        11         3         0         0         0          43
26 "SICKLE CELL CRISIS"         4        26       200       706      1008       565       133         9         0         0        2651
26 "SICKLE CELL CRISIS"         0         0         0         3         0         1         0         0         0         0           4
27            "SEIZURE"         7       183      1568      5182      7382      4268       991       117         4         0       19702
27            "SEIZURE"         0         0         1         6         5         3         2         0         0         0          17
28      "NOSE PROBLEMS"        31       573      4099     13789     19073     11254      2961       325        29         0       52134
28      "NOSE PROBLEMS"         2        40       333      1091      1460       870       241        29         3         0        4069
29           "ABD PAIN"       153      1958     14278     46198     63967     38666      9766      1137        73         0      176196
29           "ABD PAIN"        13       203      1256      4075      5837      3416       905       118         4         0       15827
30           "BLEEDING"        11       311      2519      8428     10955      6081      1421       148         7         0       29881
30           "BLEEDING"         0         2        21        83        78         3         0         0         0         0         187
31                "LOC"        12       225      1667      5839      8215      4723      1175       119         6         0       21981
31                "LOC"         0         2         0         5        11         3         0         0         0         0          21
32         "CHEST PAIN"        19       362      3026      9885     14021      8146      2039       218         7         0       37723
32         "CHEST PAIN"         0         0         2        13        13         9         3         0         0         0          40
33               "CYST"         1        17       221       718       997       552       135        13         0         0        2654
33               "CYST"         0         0         0         0         1         0         0         0         0         0           1
34    "EATING PROBLEMS"        10       179      1512      5090      7197      4282       987       129         9         0       19395
34    "EATING PROBLEMS"         0         0         3         0         7         1         2         0         0         0          13
35              "OTHER"         7       167      1437      5070      6935      3922      1043       106         7         0       18694
35              "OTHER"         0         0         0         5         8         2         0         0         0         0          15
