 #             SYNDROME  4/16-4/22  4/23-4/29   4/30-5/6   5/7-5/13  5/14-5/20  5/21-5/27   5/28-6/4   6/5-6/11  6/12-6/18  6/19-6/25   6/26-7/2 TOTAL
 1               "RASH"     8731      7893      7246      8003      8497      7915      6934      8051      6771      7024      4428     81493
 1               "RASH"        4        11         7         9         6        14        10        10        14         8         5        98
 2    "URINARY PROBLEM"     5118      4774      4981      6373      6885      5891      4383      4849      3919      4109      2483     53765
 2    "URINARY PROBLEM"        1         6        12        82       217       302       173        44        17         6         3       863
 3       "EYE PROBLEMS"     7174      6770      7390      9814     11148      8664      6402      6711      5612      5856      3601     79142
 3       "EYE PROBLEMS"        2         4        41       178       391       619       364        84        30         9         7      1729
 4     "BOWEL PROBLEMS"      691       676       586       677       663       637       537       649       569       580       353      6618
 4     "BOWEL PROBLEMS"        1         1         1         1         1         2         1         0         0         3         0        11
 5                "SOB"     1249      1189      1053      1165      1146      1116      1026      1099       937      1015       604     11599
 5                "SOB"        0         1         0         1         1         0         1         1         2         0         0         7
 6    "DENTAL PROBLEMS"     1873      1695      1437      1631      1701      1679      1399      1664      1460      1476       952     16967
 6    "DENTAL PROBLEMS"        1         2         2         1         3         1         2         2         0         1         1        16
 7          "HAND PAIN"     5866      5296      4843      5427      5691      5414      4633      5444      4472      4751      2976     54813
 7          "HAND PAIN"        2         6         3         6         5         5         2         4         5         4         2        44
 8           "LEG PAIN"     4960      4847      4836      6341      7928      5697      4191      4670      4017      4085      2582     54154
 8           "LEG PAIN"        1         9        15        85       208       303       176        49        12         8         1       867
 9           "ACCIDENT"     1642      1527      1340      1518      1662      1511      1330      1571      1263      1412       841     15617
 9           "ACCIDENT"        1         2         1         1         1         4         2         0         0         2         1        15
10    "SPEECH PROBLEMS"     2715      2461      2239      2443      2462      2439      2085      2447      2031      2033      1399     24754
10    "SPEECH PROBLEMS"        2         3         4         3         0         3         4         1         0         2         2        24
11 "BREATHING PROBLEMS"     3978      3587      3281      3641      3909      3697      3073      3713      3113      3322      1974     37288
11 "BREATHING PROBLEMS"        1         3         4         3         3         3         2         5         5         4         2        35
12           "EAR PAIN"     3619      3438      3801      4902      5656      4462      3298      3490      2805      3025      1856     40352
12           "EAR PAIN"        0         5        15        88       206       291       179        63        10         5         2       864
13  "VOMITING ABD PAIN"     1220      2684      7587     16552     20287     10789      4131      1799      1106      1058       629     67842
13  "VOMITING ABD PAIN"        0         1       106       755      1893      2598      1517       387        85        18         0      7360
14  "VOMITING DIARRHEA"     2833      5287     13337     28206     34470     19521      7644      3719      2578      2404      1506    121505
14  "VOMITING DIARRHEA"        0         4       183      1246      3100      4271      2752       652       178        42         0     12428
15    "MENTAL PROBLEMS"     8027      7759      8248     10931     11985      9645      7038      7685      6179      6631      4066     88194
15    "MENTAL PROBLEMS"        1         8        39       190       430       551       358        80        32        16         5      1710
16              "FEVER"     8746      8063      7238      8082      8381      8106      6708      7918      6916      7066      4399     81623
16              "FEVER"        3        12         6        12         6         7        10         7         4         7         6        80
17        "FINGER PAIN"     1093      1044       960      1007      1115      1068       883      1074       846       931       565     10586
