1	780	9521
2	697	9041
3	534	6379
4	421	6370
5	39	6197
6	83	5820
7	7	5815
8	5	5807
9	82	5379
10	4	4060
11	8	3874
12	49	3613
13	334	3560
14	43	3538
15	1	2902
16	199	2898
17	38	2657
18	3	2606
19	4	2605
20	2	2531
21	2	2256
22	0	2013
23	7	1992
24	37	1968
25	1	1785
26	114	1750
27	0	1656
28	0	1570
29	1	1525
30	41	1474
31	4	1394
32	5	1393
33	1	1386
34	0	1356
35	1	1338
36	2	1314
37	0	1277
38	0	1196
39	4	1178
40	0	1158
41	31	1087
42	1	1020
43	0	973
44	0	869
45	0	845
46	1	822
47	75	791
48	43	775
49	1	773
50	0	721
51	3	676
52	2	675
53	0	605
54	0	551
55	1	549
56	1	487
57	0	469
58	0	466
59	0	448
60	0	392
61	0	376
62	0	302
63	1	289
64	1	282
65	1	279
66	0	215
67	0	212
68	1	196
69	0	192
70	0	190
71	0	186
72	0	184
73	0	183
74	0	168
75	1	161
76	0	153
77	0	92
