 #             SYNDROME  4/16-4/22  4/23-4/29   4/30-5/6   5/7-5/13  5/14-5/20  5/21-5/27   5/28-6/4   6/5-6/11  6/12-6/18  6/19-6/25   6/26-7/2 TOTAL
 1          "SIDE PAIN"      116        80       118       106        89       109       115       139        81        85        52      1090
 1          "SIDE PAIN"        0         0         0         1         0         0         0         0         0         1         0         2
 2           "ABD PAIN"      256       215       299       304       287       297       335       350       244       233       154      2974
 2           "ABD PAIN"        0         0         1         1         0         0         0         0         0         0         0         2
 3    "URINARY PROBLEM"      220       199       279       231       217       304       326       281       200       223       136      2616
 3    "URINARY PROBLEM"        0         0         0         0         0         0         1         0         0         0         0         1
 4               "RASH"      337       334       450       453       369       470       519       498       392       372       241      4435
 4               "RASH"        1         0         1         0         3         0         1         1         1         0         0         8
 5  "PREGNANCY RELATED"       76        70        81        84        74        90        90        99        66        64        49       843
 5  "PREGNANCY RELATED"        0         1         0         0         0         1         1         0         0         0         0         3
 6 "BREATHING PROBLEMS"      169       148       220       208       166       234       227       232       160       169       101      2034
 6 "BREATHING PROBLEMS"        0         0         0         0         0         0         0         0         0         0         0         0
 7         "WRIST PAIN"       50        57        93        90        72        84       104        87        60        58        54       809
 7         "WRIST PAIN"        0         0         0         0         0         0         0         0         0         0         0         0
 8         "CHEST PAIN"      140       162       213       212       196       223       239       222       161       163        97      2028
 8         "CHEST PAIN"        0         0         0         0         0         0         0         1         0         0         0         1
 9            "ALLERGY"       22        22        35        28        24        34        45        46        31        26        15       328
 9            "ALLERGY"        0         0         0         0         0         0         0         0         0         0         0         0
10          "HAND PAIN"      230       220       303       320       255       299       360       321       238       247       158      2951
10          "HAND PAIN"        0         0         2         0         0         0         0         1         0         0         0         3
11     "BOWEL PROBLEMS"       25        20        40        46        34        30        44        41        32        29        19       360
11     "BOWEL PROBLEMS"        0         0         0         0         0         0         0         0         0         0         0         0
12          "BODY PAIN"      173       182       236       210       188       246       248       280       205       203       132      2303
12          "BODY PAIN"        0         0         0         0         1         0         0         1         0         3         0         5
13    "DENTAL PROBLEMS"       65        64       137       103        71       102       127       103        63        96        42       973
13    "DENTAL PROBLEMS"        0         0         0         0         0         0         0         0         0         0         0         0
14    "THROAT PROBLEMS"       94        85       110        94        96        88       111       135        74        83        45      1015
14    "THROAT PROBLEMS"        0         1         0         0         0         0         0         0         0         0         0         1
15              "COUGH"      130       137       155       172       135       204       208       198       163       176       104      1782
15              "COUGH"        0         0         0         0         0         0         0         0         1         1         0         2
16      "SHOULDER PAIN"       88        62       131        91        80       130       112       120        86        98        50      1048
16      "SHOULDER PAIN"        0         0         0         0         0         0         0         0         0         0         0         0
17           "HEADACHE"      343       323       476       450       383       484       523       507       346       363       227      4425
17           "HEADACHE"        0         0         1         0         1         0         0         0         2         1         1         6
18        "PELVIC PAIN"       17        11        21        24        10        22        32        28        16        17         9       207
18        "PELVIC PAIN"        0         0         0         0         0         0         0         0         0         0         0         0
19           "MIGRAINE"       45        27        67        39        30        43        55        37        27        36        26       432
19           "MIGRAINE"        0         0         0         0         0         0         0         0         0         0         0         0
20         "ELBOW PAIN"       22        15        24        27        20        24        34        38        24        26        13       267
20         "ELBOW PAIN"        0         0         0         0         0         0         0         0         0         0         0         0
21    "MENTAL PROBLEMS"      332       312       409       400       347       417       481       416       361       337       196      4008
21    "MENTAL PROBLEMS"        0         1         1         0         1         0         0         0         0         0         0         3
22       "EYE PROBLEMS"      293       261       350       360       292       398       419       352       258       312       190      3485
22       "EYE PROBLEMS"        0         0         1         1         0         0         0         1         0         0         0         3
23           "VOMITING"      240       237       319       339       275       341       361       342       229       237       164      3084
23           "VOMITING"        0         0         0         0         0         1         0         1         0         0         0         2
24        "MED RELATED"      141       136       182       213       141       209       233       228       144       163        95      1885
24        "MED RELATED"        0         0         0         0         0         0         4         0         0         0         0         4
25           "LEG PAIN"      200       182       252       252       224       241       306       290       233       211       133      2524
25           "LEG PAIN"        0         0         2         0         1         1         0         0         2         1         0         7
26  "VOMITING ABD PAIN"       60        37        50        76        57        72        74        79        43        65        29       642
26  "VOMITING ABD PAIN"        0         0         0         0         0         0         0         0         0         0         0         0
27          "BACK PAIN"      189       155       254       223       208       257       297       269       212       209       119      2392
27          "BACK PAIN"        0         2         0         0         0         0         0         0         0         0         0         2
28           "ACCIDENT"       67        68        92        97        65        91       107        77        71        78        38       851
28           "ACCIDENT"        0         0         0         0         1         0         0         0         0         0         0         1
29  "DIABETIC PROBLEMS"       58        49        75        78        59        78        78        70        55        64        48       712
29  "DIABETIC PROBLEMS"        0         0         0         0         0         0         0         0         0         0         0         0
30                "LOC"       81        98       110       106       102       118       128        96        99        97        69      1104
30                "LOC"        0         0         0         0         1         0         0         0         0         0         0         1
31           "HIP PAIN"       69        59        79        71        57        69       106        92        64        61        44       771
31           "HIP PAIN"        0         0         0         0         1         0         0         0         0         0         0         1
32         "FACIAL LAC"      110        82       127       149       115       150       133       166       105       112        65      1314
32         "FACIAL LAC"        0         0         1         0         1         0         0         0         0         0         0         2
33  "VOMITING HEADACHE"       26        28        38        40        38        52        46        40        27        29        16       380
33  "VOMITING HEADACHE"        0         0         1         0         0         0         0         0         0         0         0         1
34              "FEVER"      376       310       456       455       396       454       511       458       375       376       225      4392
34              "FEVER"        0         1         0         0         0         0         1         1         0         0         0         3
35           "BLEEDING"      130        94       136       158       124       185       198       178       127       117        87      1534
35           "BLEEDING"        0         0         0         0         0         0         0         0         0         0         0         0
36     "HEART PROBLEMS"      261       256       346       314       274       329       389       395       262       266       182      3274
36     "HEART PROBLEMS"        0         0         1         0         0         0         1         0         0         0         0         2
37              "OTHER"       80        69       107       103        66        93       102       100        88        73        45       926
37              "OTHER"        0         1         0         0         1         0         0         0         0         0         0         2
38    "EATING PROBLEMS"      105        81       109        88        83       107       113       121        87        95        49      1038
38    "EATING PROBLEMS"        0         0         0         0         0         0         0         0         0         0         0         0
39     "VOMITING COUGH"       12        11         8        12        16        13        16        25         7        11         6       137
39     "VOMITING COUGH"        0         0         0         0         0         0         0         0         0         0         0         0
40    "SPEECH PROBLEMS"       88        99       164       148       117       137       160       161       101       113        66      1354
40    "SPEECH PROBLEMS"        0         0         0         0         0         0         0         0         0         0         0         0
41            "SEIZURE"       83        71       109       100        97       115       136       120        76        83        54      1044
41            "SEIZURE"        0         0         0         0         0         0         0         0         1         0         0         1
42  "VOMITING DIARRHEA"      112       112       153       184       115       141       183       166       128       133        81      1508
42  "VOMITING DIARRHEA"        0         0         0         0         0         0         0         0         0         0         0         0
43         "ANKLE PAIN"      134       102       145       141       137       189       198       178       117       138        94      1573
43         "ANKLE PAIN"        0         0         0         0         2         0         0         0         0         0         0         2
