 1           "HEADACHE"        39       723      4936     15832     22089     13497      3403       389        22         0       60930
 1           "HEADACHE"         0         5        21        69        97        69        17         5         0         0         283
 2               "RASH"        38       623      4597     15030     21160     12742      3333       370        18         0       57911
 2               "RASH"         0         0         2        14        25        10         6         0         0         0          57
 3          "HAND PAIN"        22       379      3080     10101     14279      8433      2069       218        16         0       38597
 3          "HAND PAIN"         0         1         6         7        14         7         2         0         0         0          37
 4           "LEG PAIN"        26       353      2834      9054     12819      7680      1934       191        15         0       34906
 4           "LEG PAIN"         1         4        19        53       103        56        19         0         1         0         256
 5           "BLEEDING"        17       233      1702      5658      7494      4157      1065       125         5         0       20456
 5           "BLEEDING"         0         0         9        26        21         7         1         0         0         0          64
 6      "NECK PROBLEMS"         7       111       762      2562      3527      2207       600        68         5         0        9849
 6      "NECK PROBLEMS"         1         4        23        49        66        55        18         3         0         0         219
 7           "ABD PAIN"        95      1006      6153     18195     25531     15561      4570       649        53         0       71813
 7           "ABD PAIN"         9        65       402      1042      1389       980       281        47         5         0        4220
 8           "ACCIDENT"        12       112       882      2885      4011      2344       572        69         2         0       10889
 8           "ACCIDENT"         0         0         4         1         3         5         0         0         0         0          13
 9  "PREGNANCY RELATED"        14       148      1114      3522      4891      2952       751        88         6         0       13486
 9  "PREGNANCY RELATED"         0         1        17        64        85        50        14         3         0         0         234
10      "SHOULDER PAIN"         6       132      1122      3721      5110      3052       834        78         7         0       14062
10      "SHOULDER PAIN"         0         0         0         1         5         5         0         0         0         0          11
11            "ASSAULT"         5        88       582      1901      2677      1563       396        48         2         0        7262
11            "ASSAULT"         0         0         1         0         0         0         0         0         0         0           1
12          "BACK PAIN"        55       675      4150     13015     17559     10926      2987       412        48         0       49827
12          "BACK PAIN"         2        43       215       635       774       544       175        33         2         0        2423
13         "CHEST PAIN"        21       294      2159      7057      9893      5931      1575       145         8         0       27083
13         "CHEST PAIN"         0         1         2        10         8         6         1         0         0         0          28
14         "WRIST PAIN"         7       104       962      2862      4082      2341       633        69         3         0       11063
14         "WRIST PAIN"         0         0         0         1         3         4         0         0         0         0           8
15     "BOWEL PROBLEMS"         3        55       387      1260      1724       999       280        30         1         0        4739
15     "BOWEL PROBLEMS"         0         0         1         1         0         1         1         0         0         0           4
16          "SIDE PAIN"         7       144      1166      3896      5587      3144       861        89         2         0       14896
16          "SIDE PAIN"         0         1         3         1         4         0         1         0         0         0          10
17          "BODY PAIN"        22       325      2353      7681     10807      6424      1677       193        12         0       29494
