1	442	105794
2	253	290382
3	1859	134913
4	277	291965
5	60	70147
6	54	55881
7	3581	265401
8	136	131678
9	1769	73677
10	29235	429593
11	97	102997
12	3450	35419
13	4	4613
14	1979	311591
15	6	9394
16	8	9265
17	8514	140248
18	120	136029
19	76	70500
20	42	56325
21	32792	450288
22	3741	297554
23	91	80007
24	21	32329
25	7	9395
26	18980	303280
27	231	210505
28	180	196170
29	1729	55438
30	15490	160396
31	1762	102116
32	5305	81978
33	8	9392
34	82	75281
35	27	23351
36	27	28138
37	52	70045
38	19	16118
39	91	84191
40	95	89233
41	26015	294288
42	143	149421
43	139	119784
44	24	23279
45	54	60841
46	141	135853
47	72	65754
48	21	23568
49	82	70322
50	10	9228
51	1839	181493
52	1876	181964
53	27	37346
54	41	37404
55	35	32697
56	67	70171
57	34	32658
58	48	42020
59	24	28155
60	7	9466
61	9	9361
62	39	41949
63	80	70397
64	46	46531
65	21	23610
66	16	14332
67	10	9365
68	1719	36423
69	68	51381
70	50	42100
71	22	20476
72	23	23692
73	9	14170
74	7	9278
75	74	15148
76	11	10788
77	10	9194
