 #             SYNDROME  4/16-4/22  4/23-4/29   4/30-5/6   5/7-5/13  5/14-5/20  5/21-5/27   5/28-6/4   6/5-6/11  6/12-6/18  6/19-6/25   6/26-7/2 TOTAL
 1               "RASH"    57078     51047     53825     58391     52418     54834     63458     61703     48614     54021     31247    586636
 1               "RASH"       28        39        54        55        54        58        67        64        67        38        41       565
 2    "URINARY PROBLEM"    32505     30810     34758     40899     39320     37611     38699     36122     27784     31479     17672    367659
 2    "URINARY PROBLEM"        3        41        84       422       864      1263       910       258       104        46        22      4017
 3       "EYE PROBLEMS"    46578     43581     50578     61853     61198     56096     55369     51206     39562     44474     25484    535979
 3       "EYE PROBLEMS"       17        32       170       812      1679      2427      1840       480       176        61        36      7730
 4     "BOWEL PROBLEMS"     4527      4136      4327      4838      4264      4458      5090      4811      3853      4374      2483     47161
 4     "BOWEL PROBLEMS"        3         3         3         2         8        10         5         5         4         4         2        49
 5                "SOB"     8163      7499      7726      8434      7461      7836      9170      8861      6863      7689      4412     84114
 5                "SOB"        3         9         7        11         4         7        12         6        12         6         6        83
 6    "DENTAL PROBLEMS"    11779     10662     11094     12191     10872     11489     13225     13045     10162     11239      6657    122415
 6    "DENTAL PROBLEMS"        5         7         5        10        20         8        16         8        11        11         8       109
 7          "HAND PAIN"    38184     34578     36116     39441     35406     36855     42456     41847     32001     36137     20617    393638
 7          "HAND PAIN"       13        35        31        33        46        36        42        35        38        26        32       367
 8           "LEG PAIN"    32538     30341     34125     40977     40356     36978     38136     36109     28507     31038     17989    367094
 8           "LEG PAIN"        3        39        73       416       906      1259       891       267        83        49        29      4015
 9           "ACCIDENT"    10898      9798     10214     11148     10172     10474     12276     11910      9042     10498      5962    112392
 9           "ACCIDENT"        6        12         6        11        13        16         9         7        11        11         8       110
10    "SPEECH PROBLEMS"    17278     15458     16571     17814     15996     16550     19345     18799     14465     16434      9503    178213
10    "SPEECH PROBLEMS"        5        15        16        19        19        19        14        21        17         8        14       167
11 "BREATHING PROBLEMS"    25889     23731     25119     27279     24368     25473     29552     28772     22565     24896     14444    272088
11 "BREATHING PROBLEMS"        7        21        22        18        25        25        24        30        37        16        27       252
12           "EAR PAIN"    23706     22156     25733     31391     30945     28118     28392     26159     20421     22782     12890    272693
12           "EAR PAIN"        5        22        74       403       883      1283       863       304        63        31        16      3947
13  "VOMITING ABD PAIN"     8226     15055     37683     71097     90763     57561     26221     12242      7717      8003      4498    339066
13  "VOMITING ABD PAIN"        1        10       472      3417      7541     11050      8052      2149       554       132        15     33393
14  "VOMITING DIARRHEA"    19039     29854     67574    123219    156230    102387     49816     26340     17683     18524     10496    621162
14  "VOMITING DIARRHEA"        3        27       832      5775     12556     18544     13504      3550       946       220        26     55983
15    "MENTAL PROBLEMS"    52289     49219     56769     68061     67443     61562     62406     58178     44977     50132     28993    600029
15    "MENTAL PROBLEMS"       24        48       151       841      1776      2513      1844       543       176        75        41      8032
16              "FEVER"    56607     50584     53240     58113     52683     54525     63074     61685     48305     53792     31022    583630
16              "FEVER"       17        60        57        55        56        47        60        55        53        36        43       539
17        "FINGER PAIN"     7259      6629      6970      7440      6794      7056      8296      7936      6170      6804      3962     75316
17        "FINGER PAIN"        6         5        11         5        10        10         4         8         3         3         7        72
18           "HEADACHE"    57837     53278     58462     66841     63238     61743     66458     63672     49795     55325     31743    628392
18           "HEADACHE"       20        55        99       424       934      1257       943       304       116        67        42      4261
19            "ASSAULT"     7178      6595      7058      7516      6733      7002      8052      7769      6139      6825      4033     74900
19            "ASSAULT"        0         4         6         7         7         7         5         7         5         6         4        58
20         "FACIAL LAC"    17135     16577     19741     24712     25352     22232     21130     19142     14951     16448      9576    206996
20         "FACIAL LAC"        2        16        59       400       808      1250       886       281        80        24        12      3818
21         "WRIST PAIN"    10913      9752     10468     11136     10112     10579     12152     11937      9245     10345      6013    112652
21         "WRIST PAIN"        1         8         8        12        14        12        12         8         5         6         8        94
22  "DIABETIC PROBLEMS"     9170      8208      8637      9449      8286      8871     10245      9842      7592      8529      4857     93686
22  "DIABETIC PROBLEMS"        3         7         3        12        21         8         8         5        12         5         6        90
23        "MED RELATED"    25506     22984     24556     26266     23519     24496     28378     27874     22043     24373     13963    263958
23        "MED RELATED"        7        29        16        28        25        19        33        31        31        28         9       256
24      "SHOULDER PAIN"    13866     12235     12946     14074     12744     13214     15103     14812     11536     13061      7508    141099
24      "SHOULDER PAIN"        5        14        17        10        13        13         8        11        14         8         6       119
25     "HEART PROBLEMS"    40691     37016     38536     42510     38169     39480     45420     44439     35193     38758     22767    422979
25     "HEART PROBLEMS"       21        32        45        40        38        41        53        42        32        34        29       407
26 "SICKLE CELL CRISIS"     1837      1630      1716      1966      1687      1760      2100      1995      1530      1660      1022     18903
26 "SICKLE CELL CRISIS"        1         1         5         1         4         3         1         0         5         2         0        23
27            "SEIZURE"    13638     12329     12737     14070     12502     12998     15293     14856     11723     13157      7485    140788
27            "SEIZURE"        3        13        17         8        17         7        11        10        10        11        10       117
28      "NOSE PROBLEMS"    14653     17107     30457     49696     59034     42102     26055     17665     12895     13876      7980    291520
28      "NOSE PROBLEMS"        4        16       288      1855      4183      6194      4366      1200       316        81         8     18511
29           "ABD PAIN"    39386     51286    100236    171958    213027    143426     80140     49818     35020     37900     21244    943441
29           "ABD PAIN"        8        44      1089      7333     15950     23346     17060      4634      1185       290        48     70987
30           "BLEEDING"    19648     18235     19672     21859     20249     20430     22678     21872     17206     19004     11080    211933
30           "BLEEDING"        9        16        28        84       220       265       189        67        28         8        13       927
31                "LOC"    15294     13825     14875     16058     14251     14961     17320     16667     13308     14931      8492    159982
31                "LOC"        8        13        16        14        19        23        19        20        19        15         7       173
32         "CHEST PAIN"    26338     23865     25131     27468     24188     25277     29294     28832     22499     24826     14465    272183
32         "CHEST PAIN"        9        31        28        29        24        28        30        27        23        31        24       284
33               "CYST"     1784      1568      1698      1895      1595      1761      1990      1957      1565      1717      1006     18536
33               "CYST"        0         1         0         1         4         2         2         5         0         0         2        17
34    "EATING PROBLEMS"    13556     12235     13138     14073     12669     13113     15045     14875     11658     12786      7438    140586
34    "EATING PROBLEMS"        6        16        10        13        20        10        10         9        13        11         8       126
35              "OTHER"    12885     11500     11995     13421     11836     12419     14113     13993     10902     12191      7001    132256
35              "OTHER"        6        12         7        16         8        10        15        15        11        13        16       129
36"WRIST PAIN HAND PAIN"     1860      1640      1651      1976      1680      1823      2009      1987      1590      1684       964     18864
